fips,community,jurisdiction,oc_city,oc_municipality,oc_town,oc_suburb,oc_village,oc_neighbourhood
17031800300,Winnetka,Suburban Cook County,NA,New Trier Township,NA,NA,Winnetka,NA
17031800500,Winnetka,Suburban Cook County,NA,New Trier Township,NA,NA,Winnetka,NA
17031420300,Woodlawn,Chicago,Chicago,Hyde Park Township,NA,Woodlawn,NA,NA
17031420600,Woodlawn,Chicago,Chicago,Hyde Park Township,NA,Woodlawn,NA,NA
17031420800,Woodlawn,Chicago,Chicago,Hyde Park Township,NA,Woodlawn,NA,NA
17031421200,Woodlawn,Chicago,Chicago,Hyde Park Township,NA,Woodlawn,NA,NA
17031411000,Woodlawn,Chicago,Chicago,Hyde Park Township,NA,Woodlawn,NA,NA
17031420100,Woodlawn,Chicago,Chicago,Hyde Park Township,NA,Woodlawn,NA,NA
17031420200,Woodlawn,Chicago,Chicago,Hyde Park Township,NA,Woodlawn,NA,NA
17031420400,Woodlawn,Chicago,Chicago,Hyde Park Township,NA,Woodlawn,NA,NA
17031420700,Woodlawn,Chicago,Chicago,Hyde Park Township,NA,Woodlawn,NA,NA
17031834400,Woodlawn,Chicago,Chicago,Hyde Park Township,NA,Woodlawn,NA,NA
17031843900,Woodlawn,Chicago,Chicago,Hyde Park Township,NA,Woodlawn,NA,NA
17031420500,Woodlawn,Chicago,Chicago,Hyde Park Township,NA,Woodlawn,NA,NA
17031823102,Worth,Suburban Cook County,NA,Worth Township,Worth,NA,NA,NA
17031823101,Worth,Suburban Cook County,NA,Worth Township,Worth,NA,NA,NA
17031823806,Worth,Suburban Cook County,NA,Worth Township,Worth,NA,NA,NA
